up_cluster_name,down_cluster_name,passengers_count,line_direction,timelaps,goal,line
LES PIES,LE GUA,3.2982406122,ALL,ALL,ALL,ligne-19
LA POYA,LE GUA,34.49760484819999,ALL,ALL,ALL,ligne-19
GERARD PHILIPE,LE GUA,1.0563572308,ALL,ALL,ALL,ligne-19
RUE DES ALPES,LE GUA,0.0,ALL,ALL,ALL,ligne-19
MARAT,LE GUA,3.7998461538,ALL,ALL,ALL,ligne-19
LES ECRINS,LE GUA,0.0,ALL,ALL,ALL,ligne-19
JULES GUESDE,LE GUA,0.0,ALL,ALL,ALL,ligne-19
PLACE DU MARCHE CACHIN,LE GUA,0.0,ALL,ALL,ALL,ligne-19
RUE PASTEUR,LE GUA,0.0,ALL,ALL,ALL,ligne-19
CURIE - VERCORS,LE GUA,1.515104735,ALL,ALL,ALL,ligne-19
LOUIS MAISONNAT,LE GUA,4.3242055818,ALL,ALL,ALL,ligne-19
ARISTIDE BERGES,LE GUA,8.057542623,ALL,ALL,ALL,ligne-19
BOUCHAYER HOTEL DE VILLE,LE GUA,2.4017485304,ALL,ALL,ALL,ligne-19
MURAILLES,LE GUA,1.4629407692,ALL,ALL,ALL,ligne-19
BELVEDERE,LE GUA,3.082838449,ALL,ALL,ALL,ligne-19
CENTRE-VILLAGE,LE GUA,0.7575523675,ALL,ALL,ALL,ligne-19
VILLAGE (SEYSSINET-PARISET),LE GUA,0.0,ALL,ALL,ALL,ligne-19
L'OVALIE,PLACE DU MARCHE CACHIN,0.0,ALL,ALL,ALL,ligne-19
LE GUA,PLACE DU MARCHE CACHIN,0.0,ALL,ALL,ALL,ligne-19
PLACE DE LA LIBERATION,PLACE DU MARCHE CACHIN,1.1820235714,ALL,ALL,ALL,ligne-19
TREFFORINE,PLACE DU MARCHE CACHIN,1.193785,ALL,ALL,ALL,ligne-19
PRE FLEURY,PLACE DU MARCHE CACHIN,5.4197567582,ALL,ALL,ALL,ligne-19
LES PIES,PLACE DU MARCHE CACHIN,2.4954506897,ALL,ALL,ALL,ligne-19
LA POYA,PLACE DU MARCHE CACHIN,21.827622046299997,ALL,ALL,ALL,ligne-19
GERARD PHILIPE,PLACE DU MARCHE CACHIN,8.8317636364,ALL,ALL,ALL,ligne-19
RUE DES ALPES,PLACE DU MARCHE CACHIN,19.0263746584,ALL,ALL,ALL,ligne-19
MARAT,PLACE DU MARCHE CACHIN,1.202733913,ALL,ALL,ALL,ligne-19
