up_cluster_name,down_cluster_name,passengers_count,line_direction,timelaps,goal,line
LES TAILLEES - UNIVERSITES,PARC JO BLANCHON,31.15095652199998,S1,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,PARC JO BLANCHON,32.801444445,S1,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,PARC JO BLANCHON,35.4255600002,S1,06H45-08H45,ALL,tram-d
EDOUARD VAILLANT,PARC JO BLANCHON,14.199311538300002,S1,06H45-08H45,ALL,tram-d
ETIENNE GRAPPE,PARC JO BLANCHON,0.0,S1,06H45-08H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,EDOUARD VAILLANT,18.690573913199998,S1,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,EDOUARD VAILLANT,30.1773288892,S1,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,EDOUARD VAILLANT,24.929097777899997,S1,06H45-08H45,ALL,tram-d
PARC JO BLANCHON,EDOUARD VAILLANT,0.0,S1,06H45-08H45,ALL,tram-d
ETIENNE GRAPPE,EDOUARD VAILLANT,0.0,S1,06H45-08H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,ETIENNE GRAPPE,26.997495652399984,S1,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,ETIENNE GRAPPE,22.3049822226,S1,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,ETIENNE GRAPPE,20.9929244448,S1,06H45-08H45,ALL,tram-d
EDOUARD VAILLANT,ETIENNE GRAPPE,20.284730768999996,S1,06H45-08H45,ALL,tram-d
PARC JO BLANCHON,ETIENNE GRAPPE,18.256257692099997,S1,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,LES TAILLEES - UNIVERSITES,0.0,S1,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,LES TAILLEES - UNIVERSITES,0.0,S1,06H45-08H45,ALL,tram-d
EDOUARD VAILLANT,LES TAILLEES - UNIVERSITES,0.0,S1,06H45-08H45,ALL,tram-d
PARC JO BLANCHON,LES TAILLEES - UNIVERSITES,0.0,S1,06H45-08H45,ALL,tram-d
ETIENNE GRAPPE,LES TAILLEES - UNIVERSITES,0.0,S1,06H45-08H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,NEYRPIC - BELLEDONNE,9.345286956599999,S1,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,NEYRPIC - BELLEDONNE,0.0,S1,06H45-08H45,ALL,tram-d
EDOUARD VAILLANT,NEYRPIC - BELLEDONNE,0.0,S1,06H45-08H45,ALL,tram-d
PARC JO BLANCHON,NEYRPIC - BELLEDONNE,0.0,S1,06H45-08H45,ALL,tram-d
ETIENNE GRAPPE,NEYRPIC - BELLEDONNE,0.0,S1,06H45-08H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,MAISON COMMUNALE,33.22768695679998,S1,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,MAISON COMMUNALE,10.4964622224,S1,06H45-08H45,ALL,tram-d
EDOUARD VAILLANT,MAISON COMMUNALE,0.0,S1,06H45-08H45,ALL,tram-d
PARC JO BLANCHON,MAISON COMMUNALE,0.0,S1,06H45-08H45,ALL,tram-d
ETIENNE GRAPPE,MAISON COMMUNALE,0.0,S1,06H45-08H45,ALL,tram-d
ETIENNE GRAPPE,PARC JO BLANCHON,0.0,S2,06H45-08H45,ALL,tram-d
EDOUARD VAILLANT,PARC JO BLANCHON,0.0,S2,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,PARC JO BLANCHON,0.0,S2,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,PARC JO BLANCHON,0.0,S2,06H45-08H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,PARC JO BLANCHON,0.0,S2,06H45-08H45,ALL,tram-d
ETIENNE GRAPPE,EDOUARD VAILLANT,50.78028376020001,S2,06H45-08H45,ALL,tram-d
PARC JO BLANCHON,EDOUARD VAILLANT,3.8580923895,S2,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,EDOUARD VAILLANT,0.0,S2,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,EDOUARD VAILLANT,0.0,S2,06H45-08H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,EDOUARD VAILLANT,0.0,S2,06H45-08H45,ALL,tram-d
PARC JO BLANCHON,ETIENNE GRAPPE,0.0,S2,06H45-08H45,ALL,tram-d
EDOUARD VAILLANT,ETIENNE GRAPPE,0.0,S2,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,ETIENNE GRAPPE,0.0,S2,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,ETIENNE GRAPPE,0.0,S2,06H45-08H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,ETIENNE GRAPPE,0.0,S2,06H45-08H45,ALL,tram-d
ETIENNE GRAPPE,LES TAILLEES - UNIVERSITES,88.14690765800006,S2,06H45-08H45,ALL,tram-d
PARC JO BLANCHON,LES TAILLEES - UNIVERSITES,65.5875706215,S2,06H45-08H45,ALL,tram-d
EDOUARD VAILLANT,LES TAILLEES - UNIVERSITES,109.31261770240002,S2,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,LES TAILLEES - UNIVERSITES,35.194888493700006,S2,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,LES TAILLEES - UNIVERSITES,48.16142635980001,S2,06H45-08H45,ALL,tram-d
